const,addresscat_3,addresscat_4,agecat_5,agecat_6,bfast_2,bfast_3,callid_1,callwait_1,carcatvalue_3,card2_2,card2tenurecat_5,card_2,cardten,cardtenurecat_5,carown_1,cars_1,cartype_0,creddebt,ebill_1,ed,edcat_2,edcat_3,gender_1,hourstv,inccat_3,internet_3,jobcat_2,jobsat_4,lncreddebt,lnothdebt,multline_1,news_1,othdebt,owndvd_1,ownipod_1,ownpda_1,polview_4,polview_6,region_5,spoused,vote_1,pred_totalSpend
1.0,0,0,0,0,1,0,1,0,0,0,0,0,60.0,0,1,0,0,1.8056719999999997,0,16,0,1,1,27,0,0,1,0,0.5909328216676798,1.1060273953532465,0,0,3.022328,1,1,1,0,0,0,-1,1,284.3666485628827
1.0,1,0,0,0,0,1,1,1,0,0,0,0,0.0,0,1,1,0,0.7665839999999999,1,17,0,0,1,16,0,0,1,0,-0.2658109976336127,0.713643684714947,0,0,2.041416,1,1,0,1,0,1,-1,0,262.2958679017924
1.0,1,0,0,0,0,0,0,0,1,0,1,0,820.0,1,1,0,0,1.631252,1,21,0,0,0,20,0,0,1,0,0.4893478181417547,1.3461877356621614,1,1,3.8427480000000003,1,0,1,0,0,0,20,0,403.1720661598275
1.0,1,0,0,0,0,1,1,1,1,0,0,0,285.0,0,1,1,1,1.972152,1,20,0,0,0,16,0,1,0,0,0.6791253323175069,0.4420207346092536,0,1,1.5558479999999997,1,1,1,0,0,0,17,0,399.89913474437
1.0,1,0,1,0,0,1,1,0,0,1,1,0,930.0,1,1,0,1,5.487124,0,12,1,0,0,18,1,0,0,1,1.702404256691544,1.1009016660427169,0,0,3.006876,1,0,0,0,0,0,16,1,309.4857192741899
1.0,0,0,0,0,0,0,1,1,0,1,0,0,0.0,0,1,0,0,1.0664639999999999,1,16,0,1,0,17,0,0,1,0,0.06434850308528438,-0.14440631077682553,1,1,0.8655360000000001,1,1,1,0,0,1,-1,1,255.56632962575685
1.0,1,0,0,0,1,0,0,0,0,0,0,1,1145.0,0,1,0,0,1.13664,1,15,0,1,1,19,0,0,1,0,0.1280765419415589,0.3530202737599164,1,0,1.42336,1,0,0,1,0,1,17,1,234.00555544592626
1.0,0,0,0,1,0,1,1,1,0,0,1,0,815.0,1,1,0,1,0.06720000000000001,1,21,0,0,0,28,0,0,1,1,-2.700082031453033,0.05145328158891587,1,1,1.0528000000000002,1,1,1,0,1,0,16,1,236.10424651596335
1.0,1,0,0,0,0,0,1,1,0,0,1,0,640.0,1,1,0,1,0.309672,0,21,0,0,1,18,1,0,0,1,-1.1722416061644825,0.317236991190639,1,1,1.373328,1,1,0,0,0,0,18,1,275.00216073032124
1.0,0,1,0,0,1,0,0,0,0,0,1,0,1020.0,1,0,0,0,2.174712,0,11,0,0,1,19,1,0,0,0,0.7768962419800637,1.5491119460157021,1,0,4.707288,1,1,0,1,0,0,7,0,295.49065572857626
1.0,0,0,1,0,1,0,1,0,0,0,0,0,625.0,0,1,1,1,3.1657200000000003,0,19,0,0,1,22,1,0,1,1,1.1523805178762925,2.26168809566115,1,1,9.59928,1,0,0,0,0,0,-1,0,314.9179147806349
1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,1,1.5606,1,15,0,1,1,17,0,0,0,0,0.4450703627005238,-0.010656580188529,1,0,0.9893999999999998,1,1,0,0,0,1,-1,1,270.3006963036858
1.0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0.78358,1,13,1,0,0,18,0,1,0,0,-0.24388211646361016,1.1867513629014532,0,0,3.2764200000000003,1,1,0,0,0,0,-1,1,260.7302294231131
1.0,0,0,0,0,0,0,1,1,0,0,0,1,455.0,0,1,1,0,0.12355200000000001,0,8,0,0,1,15,0,0,0,1,-2.091093158900311,0.11729224857343669,0,1,1.124448,1,0,0,0,1,0,12,0,210.54242003195097
1.0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,2.5025999999999997,0,16,0,1,1,14,0,0,1,0,0.9173301914488174,0.9773482011750706,1,1,2.6574000000000004,1,0,1,1,0,0,-1,1,273.6545856725988
1.0,1,0,1,0,0,1,0,1,0,0,0,0,200.0,0,0,0,0,2.2237600000000004,1,15,0,1,1,24,0,0,0,1,0.7991994568961724,2.130163172699015,1,0,8.41624,1,1,1,0,1,0,12,0,327.13012080667244
1.0,0,1,1,0,1,0,0,1,0,0,0,0,0.0,0,1,0,1,3.30603,0,14,1,0,1,15,1,0,0,0,1.1957480737678234,2.071783543922384,0,0,7.938969999999999,1,1,0,1,0,0,-1,0,327.26277816533343
1.0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,1,0,0.796876,0,9,0,0,1,17,0,0,1,1,-0.22705619573417266,1.4017059895263304,0,0,4.062124,1,0,0,1,0,0,9,0,229.3850931479589
1.0,1,0,0,0,0,1,1,1,0,0,0,1,320.0,0,1,0,0,0.486912,0,11,0,0,0,12,0,0,1,0,-0.719671870379376,0.04792121531413345,1,0,1.049088,1,1,0,0,0,0,-1,0,219.970692302856
1.0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,0,1,0,1,1.0805400000000003,0,17,0,0,1,19,1,0,0,1,0.07746091617777963,1.118238429803288,1,0,3.0594600000000005,1,1,0,0,0,0,18,1,257.9937324249248
1.0,0,0,0,1,0,1,1,0,1,0,1,1,790.0,1,1,1,1,1.2734189999999999,0,10,0,0,1,23,0,0,1,0,0.24170540917425637,1.1517046138289313,1,1,3.1635809999999998,1,1,0,0,0,0,13,1,265.89752227175364
1.0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0,1,0,1,1.6467360000000002,1,17,0,0,0,25,1,1,0,0,0.49879514690847776,0.4707933173599846,1,0,1.601264,1,1,0,1,0,0,-1,1,320.8733014704814
1.0,0,1,0,1,1,0,1,1,0,0,1,0,2555.0,1,1,0,0,1.129567,0,14,1,0,1,24,0,0,0,0,0.121834373449087,1.269039217354062,1,1,3.5574330000000005,1,0,0,1,0,0,-1,0,249.494832181536
1.0,0,0,0,0,0,0,0,1,0,0,0,1,375.0,0,1,0,0,0.4351,1,14,1,0,1,20,0,0,0,0,-0.8321793892555026,0.38178698075358714,0,0,1.4648999999999999,1,1,1,1,0,1,10,0,240.63238402087075
1.0,0,0,0,0,0,1,0,0,0,0,0,0,70.0,0,0,0,0,0.75888,0,11,0,0,1,20,0,0,0,0,-0.27591161685286547,-1.3427752072063948,0,0,0.26112,1,0,0,0,0,0,-1,1,242.83495173838435
1.0,0,0,1,0,1,0,1,0,0,0,0,0,0.0,0,1,0,1,1.586865,0,14,1,0,0,28,0,0,1,0,0.4617603717633699,1.0501693142213504,0,0,2.8581350000000003,1,0,0,1,0,0,13,0,284.4443802891475
1.0,1,0,0,0,0,0,1,0,1,0,0,0,235.0,0,1,0,0,1.1405249999999998,1,17,0,0,1,19,0,0,0,0,0.1314886827124952,1.9719224479677984,1,0,7.184474999999999,1,1,0,1,0,0,-1,1,374.4492502466257
1.0,1,0,0,0,0,1,1,0,0,0,1,1,1160.0,1,1,0,0,1.8828159999999998,0,14,1,0,1,20,0,0,0,1,0.6327685284904717,0.648768869836913,1,1,1.913184,1,1,0,1,0,1,14,0,246.45983973222133
1.0,0,0,0,0,0,1,1,1,0,0,0,0,530.0,0,0,0,0,0.31842,0,10,0,0,1,20,0,0,0,0,-1.1443840129142786,1.5895576021206732,0,1,4.90158,1,0,0,0,0,1,9,1,278.2314357217163
1.0,1,0,1,0,0,0,1,1,0,0,1,0,785.0,1,0,0,1,0.953904,0,14,1,0,1,11,0,1,0,1,-0.04719224152809871,0.0488815885615234,1,0,1.050096,1,0,0,1,0,1,-1,0,257.659090381884
1.0,0,1,0,0,0,1,0,0,0,0,1,1,540.0,1,0,1,0,0.6874560000000001,0,13,1,0,1,23,0,0,0,0,-0.37475745148949796,0.14888886070555407,0,0,1.160544,1,0,0,1,0,0,11,1,206.61019339752306
1.0,0,0,0,0,0,0,0,0,0,0,0,0,750.0,0,1,0,0,2.2356,0,11,0,0,1,17,0,0,0,0,0.804509648413406,1.4456004670172982,1,0,4.2444,1,1,0,1,0,0,-1,1,291.5854520858061
1.0,0,1,0,1,1,0,1,1,0,1,1,0,490.0,1,1,0,0,1.4986479999999998,0,20,0,0,0,20,1,0,0,1,0.4045633683296953,2.018808982331899,0,1,7.529351999999999,1,0,0,0,1,0,-1,1,280.3597271572852
1.0,1,0,1,0,1,0,1,1,0,0,0,0,1795.0,0,0,1,1,0.8648640000000001,0,17,0,0,0,23,0,0,0,1,-0.1451830098449978,0.8800980057375621,1,1,2.411136,1,0,0,1,0,0,16,1,267.23539089598813
1.0,0,1,0,0,1,0,1,1,1,0,0,0,1350.0,0,1,1,1,12.168808,1,20,0,0,0,27,0,0,0,0,2.498875956434153,2.0008300593145614,0,0,7.395192,1,1,1,0,1,0,17,1,461.2276920406874
1.0,1,0,0,0,0,1,1,1,0,1,0,0,410.0,0,1,0,0,1.26868,0,20,0,0,0,23,0,0,1,0,0.23797698987211371,0.6685060666434944,0,1,1.9513200000000002,1,1,0,0,0,1,-1,1,263.609744002074
1.0,0,0,0,1,1,0,1,1,0,0,1,1,3230.0,1,0,0,1,0.645964,0,19,0,0,1,24,0,0,0,0,-0.4370115043065526,-0.6538572390337725,1,1,0.5200359999999999,1,1,0,0,0,0,19,1,183.2908675438417
1.0,0,0,0,1,1,0,0,0,0,0,1,0,2940.0,1,0,0,0,0.735889,0,11,0,0,0,16,0,0,0,0,-0.30667598684441055,-0.318676130847521,1,1,0.7271110000000001,1,0,0,1,0,0,-1,0,237.80617167762978
1.0,0,1,1,0,0,1,0,0,0,0,1,1,765.0,1,1,1,1,1.375704,0,12,1,0,1,24,0,0,0,0,0.31896560009125674,0.7831231587735684,1,1,2.1882960000000002,1,0,0,0,1,0,-1,1,229.40455450104798
1.0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,1,0.33174000000000003,1,20,0,0,0,17,0,1,0,0,-1.1034037494042404,0.32082183403905973,0,0,1.37826,0,1,0,0,0,0,20,1,208.33459074894154
1.0,0,0,0,1,1,0,0,0,0,0,0,0,370.0,1,0,0,1,0.12274000000000002,1,15,0,1,0,18,0,0,1,0,-2.097686982021186,-1.5266604859765323,1,0,0.21726,0,1,0,0,1,0,-1,1,185.91049776932968
1.0,0,1,1,0,0,0,0,0,0,0,1,1,0.0,1,1,0,0,7.350398000000001,1,18,0,0,1,18,1,0,0,1,1.9947544614185695,2.191385563425422,1,0,8.947602,1,1,1,0,0,0,-1,1,315.61652956816573
1.0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,1,0,1,0.5668000000000001,0,10,0,0,1,23,0,0,1,0,-0.5677487711656115,1.3332099900274352,0,0,3.7932,1,0,0,0,1,0,-1,1,231.92459557830705
1.0,1,0,0,0,0,0,0,0,0,0,1,0,1555.0,1,1,0,0,0.31865999999999994,0,20,0,0,1,17,0,0,0,0,-1.1436305753197744,-0.9510374682039898,1,1,0.38634,1,0,0,0,0,0,20,1,251.14096143957656
1.0,1,0,0,0,0,0,0,0,0,0,1,1,4011.19999999999,1,1,1,1,0.11808,0,12,1,0,1,24,0,0,0,0,-2.1363929181299746,0.27908522522626267,0,1,1.32192,1,0,0,0,0,1,-1,0,216.138787787927
1.0,0,0,1,0,0,1,0,1,1,0,1,0,1180.0,1,1,0,1,14.280358400000008,0,19,0,0,0,28,0,0,0,1,2.65891009010391,3.180802494885117,1,1,24.064260000000036,1,1,0,0,1,0,18,1,530.0182863680186
1.0,0,0,0,1,0,1,1,1,1,0,1,0,3385.0,1,1,1,1,4.29024,0,13,1,0,0,14,0,0,0,0,1.4563426754310593,3.180802494885117,1,1,24.064260000000036,1,0,0,0,0,0,15,1,432.55233231876093
1.0,0,0,0,0,0,1,1,1,0,0,0,0,12.0,0,1,0,1,4.238892,0,13,1,0,0,25,0,0,0,0,1.4443019143389313,0.9420005829994892,0,0,2.5651080000000004,0,0,0,1,0,0,8,0,265.816514423157
1.0,0,0,0,1,0,1,1,0,0,0,1,0,795.0,1,0,0,1,1.0579100000000001,0,13,1,0,1,21,0,0,1,1,0.05629526365520567,1.1336865968404297,1,1,3.10709,1,0,0,1,0,1,11,0,242.25475407441104
1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.657152,1,15,0,1,1,25,0,1,1,0,0.5051004662831651,0.7787962967602062,0,1,2.1788480000000003,1,1,0,0,1,0,-1,1,296.86388739318187
1.0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,1,0,1,1,0.03316008,0,8,0,0,0,20,0,0,1,0,-3.4016901129336294,-1.7390911206609712,0,1,0.17568,1,0,0,1,0,0,-1,0,190.04914175204306
1.0,1,0,0,0,0,1,1,0,0,0,0,0,565.0,1,1,0,0,1.4825800000000002,0,15,0,1,1,13,0,0,0,0,0.39378381333430457,1.2746418702138098,0,1,3.57742,1,0,0,0,0,0,14,0,307.319052139442
1.0,0,0,0,0,0,1,1,1,0,0,0,1,15.0,0,1,0,1,0.9857919999999999,0,13,1,0,1,22,0,0,0,0,-0.01430989998014473,0.3002586546562209,0,0,1.3502079999999999,1,1,1,0,1,0,10,1,235.4982211566743
1.0,0,0,0,1,1,0,1,0,0,0,1,0,1595.0,1,1,0,1,3.24675,0,12,1,0,0,18,0,0,0,0,1.1776544960080626,1.7098713097553708,1,1,5.52825,1,0,0,1,0,1,14,0,293.5237843901513
1.0,0,0,0,1,0,1,1,1,0,0,1,0,645.0,1,1,1,0,3.26784,1,16,0,1,0,25,0,0,0,0,1.1841292161908725,2.050548118024855,1,1,7.772160000000001,1,1,1,1,0,0,-1,0,301.5607338477662
1.0,0,1,0,0,0,0,0,0,0,0,0,0,2385.0,1,1,1,0,5.731790999999999,0,12,1,0,0,19,0,0,0,0,1.746028047333272,0.9505796884988477,1,1,2.5872089999999996,1,0,0,0,0,0,-1,0,331.4184260134292
1.0,0,0,1,0,0,1,1,1,0,0,1,0,1000.0,1,1,0,0,1.4458400000000002,0,12,1,0,0,16,0,0,1,0,0.3686904675452463,0.6750646730091796,1,1,1.96416,1,0,0,1,0,0,-1,0,276.557086308452
1.0,0,1,0,1,1,0,1,1,0,0,1,0,1905.0,1,1,0,1,1.99836,0,9,0,0,1,12,0,0,0,0,0.6923268441760428,0.8205020376000404,0,1,2.2716399999999997,1,0,0,0,1,0,11,1,257.99761180675455
1.0,0,1,0,1,0,0,1,1,0,1,1,0,695.0,1,0,0,0,1.794816,0,14,1,0,0,15,0,0,0,0,0.584902509722256,1.7049633417978494,0,1,5.501184,1,1,1,0,0,0,-1,0,250.23876991119326
1.0,0,0,0,0,0,0,1,1,0,1,0,0,0.0,0,1,1,0,0.47128000000000003,0,13,1,0,1,21,0,0,1,0,-0.7523028817687051,0.5427428078860405,0,0,1.72072,0,1,0,0,1,1,-1,1,199.60368941156148
1.0,0,0,0,1,0,1,1,1,1,0,1,0,1550.0,1,1,0,1,0.50688,0,10,0,0,0,15,0,0,1,0,-0.6794809897961307,0.3458000257864293,1,1,1.41312,1,0,0,0,0,0,16,1,316.0338091804806
1.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0,0.618033,0,18,0,0,0,19,1,0,1,0,-0.48121342489181934,-0.5092152544403125,0,0,0.600967,1,1,0,0,0,0,-1,1,254.6471703036926
1.0,0,1,0,1,0,0,0,0,0,1,1,0,1035.0,1,0,0,0,0.49381200000000003,1,15,0,1,0,0,0,0,1,0,-0.7056004010297571,-0.5974952409803277,1,1,0.550188,0,0,0,1,0,0,-1,0,171.40598435369128
1.0,1,0,0,0,0,1,1,1,0,0,1,0,2315.0,1,1,0,1,2.0903400000000003,1,12,1,0,1,20,0,0,0,1,0.7373267321716942,-0.1629190095191151,1,1,0.8496599999999996,1,1,0,0,0,0,-1,0,261.78046241122087
1.0,1,0,0,0,0,0,1,1,0,0,0,0,360.0,0,1,0,0,2.0217599999999996,1,12,1,0,1,27,1,1,0,0,0.7039684191915284,1.2793325640950906,1,1,3.59424,1,0,0,0,0,1,10,1,355.42579301361945
1.0,0,0,0,0,0,0,1,0,0,0,0,1,26.25,0,1,1,0,0.033166,0,13,1,0,0,0,0,0,1,0,-3.4016901129336294,-1.2419031503610696,0,0,0.28883400000000004,0,0,0,0,0,0,9,1,162.1070097939876
1.0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,1,1,1,1,5.867651999999999,0,13,1,0,0,21,0,0,1,1,1.7694545538186652,1.4178773269516016,1,1,4.128348,1,0,0,0,1,1,-1,1,304.13702638749163
1.0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,1,1,0,1,1.68775,1,16,0,1,0,20,0,1,1,0,0.5233962809398428,0.8052474330808304,1,1,2.2372499999999995,1,1,1,0,1,0,17,0,317.51460291169866
1.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,1.1016000000000001,0,12,1,0,0,19,0,0,1,0,0.09676366843230816,1.808026441691927,0,0,6.0984,1,1,0,1,0,0,-1,1,299.7119162249105
1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0.64077,0,12,1,0,0,22,0,0,0,0,-0.44508470080331397,-1.2405330596377384,0,0,0.28923,1,0,0,0,0,0,10,0,266.9253696849467
1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0.22496000000000002,1,18,0,0,0,25,0,0,1,1,-1.4918326703598368,-0.6635107114316391,1,0,0.5150399999999999,1,0,0,1,0,1,14,1,258.21095092089143
1.0,0,0,1,0,0,0,0,1,0,0,0,1,405.0,0,0,0,1,0.7923,0,10,0,0,1,25,0,0,1,0,-0.23281517101094082,1.2171950044950575,0,1,3.3777,1,0,0,1,0,0,-1,0,218.4494762166099
1.0,0,1,1,0,0,0,0,0,0,1,1,0,1175.0,1,1,0,1,1.1946199999999998,0,11,0,0,0,18,1,0,0,1,0.17782814318161486,1.993118109819864,1,1,7.33838,1,0,0,0,0,0,-1,1,295.8868637619396
1.0,0,0,1,0,1,0,1,0,0,0,0,1,370.0,0,1,0,0,0.720643,0,13,1,0,0,14,0,0,1,0,-0.3276114099533337,2.1562124026958345,1,0,8.638357,1,0,0,0,0,0,-1,1,247.7350606475231
1.0,0,0,0,0,0,1,1,1,0,0,0,0,8.0,0,1,0,0,0.64752,0,15,0,1,1,13,0,1,0,0,-0.43460559785458164,0.4901003309448578,0,0,1.6324799999999997,0,1,0,0,0,0,14,1,246.68156950726356
1.0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0,1,0,1,0.551616,0,13,1,0,0,15,0,0,0,0,-0.594903126957203,0.3895958549434856,0,0,1.476384,1,0,0,1,0,0,-1,0,264.36977803610773
1.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0,0.56628,0,12,1,0,1,17,0,0,1,0,-0.5686666234558406,1.0528196274944341,0,0,2.8657199999999996,1,1,0,1,0,0,-1,0,224.2366877093462
1.0,0,1,0,1,0,1,1,1,0,1,1,0,460.0,1,1,1,0,0.435344,1,15,0,1,1,21,0,0,0,0,-0.8316187558169563,-1.5670683160675911,0,1,0.208656,1,0,1,1,0,0,-1,1,191.57893030779212
1.0,1,0,0,0,0,1,0,0,0,1,0,0,0.0,0,1,0,1,1.0584,0,16,0,1,0,23,1,0,0,0,0.05675833381860888,1.468242943767058,0,1,4.341600000000001,1,1,0,0,1,0,17,0,312.9058510846748
1.0,0,0,0,0,0,1,1,1,0,0,0,0,180.0,0,1,1,1,0.34112,0,12,1,0,0,22,0,0,0,0,-1.075520957444712,1.5906383019483379,0,1,4.90688,1,0,0,0,0,1,-1,0,288.0133852155295
1.0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,1,0,1,0.643356,0,11,0,0,0,14,0,0,0,0,-0.4410570532113669,0.30353868918462024,0,0,1.354644,1,0,0,0,1,0,-1,0,240.6727957658185
1.0,0,0,0,0,0,1,0,1,0,0,0,1,25.0,0,1,0,1,0.515304,1,17,0,0,1,18,1,0,1,0,-0.6629982612096214,-0.3443286173190075,0,0,0.708696,1,1,1,0,0,1,18,0,248.49513164594634
1.0,0,1,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.5426400000000001,0,12,1,0,1,20,1,0,0,0,-0.6113091623443128,0.2170127965838851,0,0,1.2423600000000001,1,0,0,1,0,0,-1,0,275.47380259915116
1.0,1,0,0,0,0,1,1,1,0,1,1,0,2335.0,1,1,0,1,0.5921850000000001,0,13,1,0,1,11,0,0,0,0,-0.5239361929160861,0.36659606644454873,0,0,1.442815,1,0,0,0,0,1,10,1,229.49527323502215
1.0,1,0,0,0,0,1,1,1,0,0,0,0,0.0,1,0,0,1,0.8699710000000002,0,15,0,1,0,12,0,0,1,0,-0.1392954012224087,1.0746709687866811,0,1,2.9290290000000003,1,0,0,0,0,1,11,1,295.1446650166027
1.0,0,0,0,1,0,0,0,0,0,0,1,1,835.0,1,1,0,0,0.45478399999999997,1,19,0,0,0,24,1,0,1,0,-0.78793269802363,1.7100460333317231,1,1,5.529216,1,1,0,0,0,0,20,0,260.2603317304931
1.0,0,0,0,1,1,0,1,0,0,1,1,0,740.0,1,0,0,1,0.16176,0,12,1,0,0,21,0,0,0,0,-1.821641523709976,-1.144949463876475,1,0,0.31823999999999997,1,0,0,1,0,0,-1,1,171.05633223372814
1.0,0,1,1,0,0,0,0,0,1,1,1,0,1985.0,1,1,0,0,5.329664,0,13,1,0,1,19,0,0,0,0,1.673288196791062,2.7401517871445913,1,0,15.489335999999998,1,0,0,0,0,0,-1,1,381.7364620585791
1.0,1,0,1,0,0,1,1,1,1,0,1,0,2750.0,1,1,0,0,6.139406,1,19,0,0,1,24,0,0,0,1,1.8147279948081674,2.108829698294282,1,0,8.238593999999999,1,0,1,1,0,0,14,0,426.77722040462675
1.0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,0,1,0,1,0.158202,1,14,1,0,1,21,0,1,1,0,-1.843882581503464,-0.13261980824384517,1,0,0.8757980000000001,1,1,1,0,0,0,-1,1,206.01423177372703
1.0,0,0,0,1,0,1,1,1,0,0,1,0,535.0,1,0,0,0,14.280358400000008,0,19,0,0,1,22,0,0,0,0,2.65891009010391,2.4160237722514926,1,0,11.201232000000001,1,0,1,0,0,0,-1,1,310.65417351508404
1.0,0,1,0,0,0,1,1,1,0,0,0,0,265.0,0,0,0,0,1.8316480000000002,0,14,1,0,0,29,1,0,0,0,0.6052161080527431,0.5331849798438605,0,0,1.7043520000000003,1,0,1,0,0,0,-1,1,328.79270981506295
1.0,0,0,0,1,1,0,1,1,0,1,1,0,290.0,1,0,1,0,0.06890399999999999,0,12,1,0,1,20,0,0,0,1,-2.675041047495265,0.11252121653467907,0,0,1.1190959999999999,1,0,0,1,0,1,9,0,172.68920659786073
1.0,0,0,0,0,0,1,1,1,0,1,0,0,390.0,1,1,0,1,0.139195,0,11,0,0,0,23,0,0,0,0,-1.9718794512671698,-2.1682409342213766,0,1,0.11429903999999999,1,0,0,1,0,0,15,0,206.66532525605106
1.0,1,0,1,0,1,0,1,1,0,1,0,0,700.0,1,1,1,1,0.801108,0,9,0,0,0,18,0,0,1,0,-0.22175950954204804,-0.5363280641784136,0,0,0.5848920000000001,1,1,0,0,0,0,13,1,223.03926335546475
1.0,0,0,0,1,0,1,0,1,1,0,1,0,1110.0,1,1,0,0,5.017600000000001,0,14,1,0,0,20,0,0,0,0,1.612951731733897,3.180802494885117,1,1,24.064260000000036,1,0,0,0,0,0,14,0,454.6754093199991
1.0,0,1,1,0,0,0,1,1,0,0,0,1,245.0,0,0,0,0,0.981444,0,14,1,0,0,19,0,0,1,0,-0.01873032242060402,0.9108986205357789,0,1,2.486556,1,1,0,0,0,0,-1,1,242.77547482548536
1.0,0,1,1,0,0,0,0,0,1,0,1,0,2000.0,1,1,1,0,3.5184800000000003,0,18,0,0,0,23,0,0,1,0,1.258029078167868,2.388902229054199,1,1,10.901520000000001,1,0,0,0,0,1,20,0,451.7131431340814
1.0,0,0,0,0,0,0,1,1,0,0,0,1,12.0,0,1,0,0,0.28341,1,15,0,1,1,25,0,0,0,0,-1.2608606665329845,0.11919537117421451,0,0,1.12659,0,1,0,1,0,0,14,1,190.1002185982403
1.0,1,0,1,0,0,1,1,1,0,0,0,1,755.0,1,1,0,0,0.190883,0,11,0,0,0,17,0,0,1,1,-1.6560946040753997,0.8277292085737686,1,0,2.288117,1,0,0,1,0,1,8,0,238.66769990362712
1.0,1,0,0,0,0,1,0,1,0,0,0,0,275.0,0,0,1,0,1.458,1,18,0,0,1,18,0,1,0,0,0.3770656335864664,1.529745143524852,1,1,4.617,1,1,0,1,0,0,14,0,284.34501425575087
1.0,0,0,0,0,0,0,1,1,0,1,0,0,990.0,0,1,0,0,0.28912,0,14,1,0,0,19,0,0,0,0,-1.2409134521382188,0.6600453090548284,0,1,1.9348800000000002,1,1,0,0,0,0,-1,0,243.245507574409
1.0,0,1,1,0,0,0,0,0,0,1,0,0,740.0,1,1,1,1,0.903292,0,11,0,0,0,27,0,0,1,0,-0.1017094112809234,-0.5030095820898035,0,0,0.604708,1,1,0,1,0,0,-1,1,233.27593926916302
1.0,1,0,0,0,0,0,1,1,0,1,0,0,270.0,1,1,1,1,5.093648,1,16,0,1,1,26,0,0,0,0,1.6279942732666648,1.5839871725378323,1,0,4.874352,1,1,1,0,0,0,-1,1,266.45359955425107
1.0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,1,0,0,1.016064,0,15,0,1,0,8,0,0,1,0,0.01593633929835383,0.5139822364179456,0,0,1.671936,0,0,0,0,0,0,-1,1,215.0631785032123
1.0,1,0,0,1,1,0,0,0,0,1,0,0,0.0,1,0,0,0,3.04836,0,9,0,0,0,15,1,0,0,0,1.1146037410861556,2.0343971035115125,0,0,7.647639999999999,1,0,0,1,0,1,9,0,298.64991330566096
1.0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0,0,0,1,0.47585,1,15,0,1,0,23,0,1,0,0,-0.7426526004637847,-1.2068101591460962,1,1,0.29915,1,1,0,1,0,0,12,1,259.6052234546816
1.0,1,0,0,1,1,0,1,1,0,0,0,0,115.0,0,1,1,0,1.81724,0,13,1,0,0,26,0,0,1,1,0.5973188665472718,1.6906049109327075,0,0,5.42276,1,1,0,0,0,0,-1,0,275.15031780204913
1.0,1,0,0,0,0,0,0,0,0,0,0,0,305.0,0,1,0,0,0.788655,1,20,0,0,0,10,0,0,1,0,-0.23742631612073897,0.8137462474758101,1,0,2.256345,1,0,0,0,0,0,-1,1,282.6368577105566
1.0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,1,1,1,0.55944,1,17,0,0,0,25,0,0,0,0,-0.5808189955865256,0.4703535680100236,0,0,1.6005600000000002,1,1,0,1,0,0,-1,0,266.74757233224676
1.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.9044079999999999,1,20,0,0,1,17,1,0,1,1,0.6441711991275549,2.1137936918207787,0,0,8.279592,1,1,0,0,0,0,-1,0,327.0140398683159
1.0,0,0,1,0,0,0,1,1,0,0,1,0,1950.0,1,1,0,0,12.499872000000002,0,19,0,0,1,24,0,0,0,0,2.5257184042558265,2.086805362080122,1,1,8.059128,1,1,0,0,0,0,-1,0,338.06731279599035
1.0,0,0,0,1,0,1,1,0,1,1,1,0,1260.0,1,1,0,0,4.411269,0,9,0,0,1,26,0,0,0,0,1.4841624031672367,2.374694662527872,1,1,10.747731000000002,1,0,0,0,1,0,13,1,348.05993176358743
1.0,1,0,0,0,0,1,0,0,0,1,0,0,0.0,0,1,0,0,0.975936,0,9,0,0,0,16,0,0,1,0,-0.02435826848959002,0.9601407134110986,0,0,2.612064,0,0,0,0,0,1,-1,1,228.9787144296569
